"geneNames"	"SNP_NUM"	"nsSNP"
"YDR002W"	298	"111"
"YDR003W"	1679	"265"
"YDR003W-A"	367	"44"
"YDR004W"	5025	"1490"
"YDR005C"	2100	"676"
"YDR006C"	7108	"1264"
"YDR007W"	1612	"638"
"YDR009W"	4493	"1489"
"YDR010C"	3144	"3072"
"YDR011W"	12486	"2026"
"YDR012W"	1012	"883"
"YDR013W"	877	"37"
"YDR014W"	6589	"3989"
"YDR014W-A"	1585	"1332"
"YDR016C"	373	"192"
"YDR017C"	6510	"2201"
"YDR018C"	6630	"1973"
"YDR019C"	1730	"457"
"YDR020C"	769	"95"
"YDR021W"	1561	"1126"
"YDR022C"	1043	"832"
"YDR023W"	932	"93"
"YDR025W"	1573	"4"
"YDR026C"	2078	"1388"
"YDR027C"	3012	"1171"
"YDR028C"	7267	"3610"
"YDR029W"	248	"199"
"YDR030C"	2685	"1873"
"YDR031W"	776	"497"
"YDR032C"	1528	"292"
"YDR033W"	1194	"153"
"YDR034C"	6913	"2359"
"YDR034C-A"	93	"49"
"YDR034W-B"	852	"41"
"YDR035W"	2196	"192"
"YDR036C"	662	"260"
"YDR037W"	2297	"84"
"YDR038C"	203	"117"
"YDR039C"	0	"NA"
"YDR040C"	875	"621"
"YDR041W"	1110	"169"
"YDR042C"	1341	"714"
"YDR043C"	842	"215"
"YDR044W"	1013	"39"
"YDR045C"	92	"16"
"YDR046C"	3401	"985"
"YDR047W"	1146	"341"
"YDR049W"	5381	"3270"
"YDR050C"	692	"5"
"YDR051C"	2117	"68"
"YDR052C"	4694	"1788"
"YDR054C"	1024	"89"
"YDR055W"	2131	"1091"
"YDR056C"	2901	"1379"
"YDR057W"	4145	"1822"
"YDR058C"	3155	"557"
"YDR059C"	1401	"500"
"YDR060W"	8680	"2320"
"YDR061W"	4622	"3254"
"YDR062W"	2919	"780"
"YDR063W"	2776	"1127"
"YDR064W"	12536	"53"
"YDR065W"	8305	"3172"
"YDR066C"	4106	"1883"
"YDR067C"	3046	"183"
"YDR068W"	9404	"4320"
"YDR069C"	7870	"2830"
"YDR070C"	775	"109"
"YDR071C"	656	"55"
"YDR072C"	10322	"3589"
"YDR073W"	439	"269"
"YDR074W"	10581	"2905"
"YDR075W"	2927	"65"
"YDR076W"	7782	"2419"
"YDR077W"	3256	"314"
"YDR078C"	1746	"960"
"YDR079W"	87	"64"
"YDR079C-A"	1338	"930"
"YDR080W"	11677	"4155"
"YDR081C"	11846	"3419"
"YDR082W"	8189	"4412"
"YDR083W"	3075	"742"
"YDR084C"	2449	"341"
"YDR085C"	9984	"5461"
"YDR086C"	176	"28"
"YDR087C"	1702	"732"
"YDR088C"	4894	"3150"
"YDR089W"	7016	"2527"
"YDR090C"	3088	"2356"
"YDR091C"	1550	"35"
"YDR092W"	2313	"217"
"YDR093W"	9199	"1968"
"YDR096W"	5458	"2725"
"YDR097C"	10542	"3764"
"YDR098C"	1613	"1077"
"YDR099W"	1364	"38"
"YDR100W"	148	"89"
"YDR101C"	3577	"843"
"YDR102C"	736	"319"
"YDR103W"	10338	"3537"
"YDR104C"	8489	"4168"
"YDR105C"	2094	"83"
"YDR106W"	3874	"2021"
"YDR107C"	4296	"1384"
"YDR108W"	6377	"2071"
"YDR109C"	6697	"3182"
"YDR110W"	2446	"735"
"YDR111C"	4082	"1275"
"YDR113C"	4681	"2640"
"YDR114C"	2014	"1966"
"YDR115W"	624	"12"
"YDR116C"	1490	"848"
"YDR117C"	3925	"2437"
"YDR118W"	7348	"4579"
"YDR119W"	10046	"5779"
"YDR119W-A"	123	"53"
"YDR120C"	8345	"2057"
"YDR121W"	2057	"1340"
"YDR122W"	13087	"3581"
"YDR123C"	2267	"1006"
"YDR124W"	3638	"1216"
"YDR125C"	3521	"997"
"YDR126W"	4426	"1705"
"YDR127W"	7598	"3068"
"YDR128W"	13373	"4222"
"YDR129C"	5753	"584"
"YDR130C"	3543	"1354"
"YDR131C"	11937	"5606"
"YDR132C"	7964	"2729"
"YDR135C"	13188	"2809"
"YDR137W"	7825	"2374"
"YDR138W"	5993	"3169"
"YDR139C"	833	"6"
"YDR140W"	1163	"365"
"YDR141C"	9898	"907"
"YDR142C"	2129	"1274"
"YDR143C"	3446	"2853"
"YDR144C"	8397	"3983"
"YDR145W"	5244	"2309"
"YDR146C"	5958	"1632"
"YDR147W"	2331	"1420"
"YDR148C"	1781	"147"
"YDR150W"	20563	"9939"
"YDR151C"	2472	"388"
"YDR152W"	842	"300"
"YDR153C"	3806	"2326"
"YDR155C"	118	"30"
"YDR156W"	651	"163"
"YDR157W"	1418	"857"
"YDR158W"	1078	"54"
"YDR159W"	8670	"3356"
"YDR160W"	7460	"2654"
"YDR161W"	2106	"1069"
"YDR162C"	819	"339"
"YDR163W"	1995	"1675"
"YDR164C"	2464	"452"
"YDR165W"	3658	"2305"
"YDR166C"	4100	"654"
"YDR167W"	313	"70"
"YDR168W"	1566	"290"
"YDR169C"	3681	"2015"
"YDR169C-A"	123	"33"
"YDR170C"	8531	"2038"
"YDR171W"	2234	"764"
"YDR172W"	4350	"2486"
"YDR173C"	1590	"821"
"YDR174W"	723	"121"
"YDR175C"	2058	"356"
"YDR176W"	4818	"2016"
"YDR177W"	746	"66"
"YDR178W"	1322	"55"
"YDR179C"	1129	"880"
"YDR179W-A"	8813	"5467"
"YDR180W"	17448	"6422"
"YDR181C"	2576	"748"
"YDR182W"	1927	"662"
"YDR182W-A"	183	"155"
"YDR183W"	1449	"266"
"YDR184C"	3355	"1192"
"YDR185C"	625	"180"
"YDR186C"	6236	"2809"
"YDR188W"	3429	"199"
"YDR189W"	4709	"802"
"YDR190C"	1724	"228"
"YDR191W"	3313	"2100"
"YDR192C"	6018	"1864"
"YDR194C"	5624	"2147"
"YDR194W-A"	809	"258"
"YDR195W"	4743	"1747"
"YDR196C"	2509	"1072"
"YDR197W"	3710	"1538"
"YDR198C"	4660	"1481"
"YDR200C"	5429	"3508"
"YDR201W"	1197	"628"
"YDR202C"	2339	"141"
"YDR204W"	1630	"453"
"YDR205W"	7164	"2579"
"YDR206W"	7862	"4493"
"YDR207C"	8789	"3258"
"YDR208W"	7637	"3603"
"YDR209C"	992	"965"
"YDR210W"	0	"NA"
"YDR211W"	3521	"1324"
"YDR212W"	3874	"226"
"YDR213W"	4598	"2148"
"YDR214W"	3164	"1674"
"YDR215C"	816	"731"
"YDR216W"	10503	"3153"
"YDR217C"	9199	"6090"
"YDR218C"	2907	"1359"
"YDR219C"	2080	"1330"
"YDR221W"	6189	"2331"
"YDR222W"	3001	"1445"
"YDR223W"	5068	"2551"
"YDR224C"	307	"43"
"YDR225W"	134	"9"
"YDR226W"	1378	"1005"
"YDR227W"	11188	"8864"
"YDR228C"	5209	"1335"
"YDR229W"	2551	"971"
"YDR231C"	3120	"1952"
"YDR232W"	6425	"2047"
"YDR233C"	4441	"2859"
"YDR234W"	3849	"2562"
"YDR235W"	9665	"3002"
"YDR236C"	1356	"534"
"YDR237W"	3429	"870"
"YDR238C"	7063	"1415"
"YDR239C"	8538	"3847"
"YDR240C"	2361	"1596"
"YDR242W"	4064	"1670"
"YDR243C"	6440	"2862"
"YDR244W"	4828	"1039"
"YDR245W"	2915	"802"
"YDR246W"	1440	"389"
"YDR246W-A"	791	"455"
"YDR247W"	3319	"721"
"YDR248C"	706	"102"
"YDR249C"	2438	"341"
"YDR251W"	10140	"4317"
"YDR252W"	2152	"206"
"YDR253C"	294	"157"
"YDR254W"	2750	"1316"
"YDR255C"	4447	"402"
"YDR256C"	2399	"654"
"YDR257C"	3478	"1298"
"YDR258C"	5808	"770"
"YDR259C"	7143	"2501"
"YDR260C"	832	"594"
"YDR261C"	4179	"1219"
"YDR262W"	3166	"1528"
"YDR263C"	1885	"456"
"YDR264C"	3764	"859"
"YDR265W"	2669	"1104"
"YDR266C"	2366	"804"
"YDR267C"	2122	"432"
"YDR268W"	2297	"1052"
"YDR270W"	7236	"3523"
"YDR272W"	2054	"727"
"YDR273W"	3414	"1446"
"YDR274C"	1829	"1451"
"YDR275W"	1365	"893"
"YDR276C"	94	"4"
"YDR277C"	2142	"363"
"YDR278C"	1206	"675"
"YDR279W"	2922	"2032"
"YDR280W"	1311	"250"
"YDR281C"	428	"345"
"YDR282C"	1340	"925"
"YDR283C"	7457	"1819"
"YDR284C"	2432	"738"
"YDR285W"	6990	"2448"
"YDR286C"	473	"116"
"YDR287W"	3810	"1629"
"YDR288W"	5549	"2649"
"YDR289C"	2733	"1809"
"YDR291W"	7871	"1990"
"YDR292C"	5883	"1539"
"YDR293C"	9944	"2237"
"YDR294C"	6245	"1613"
"YDR295C"	17155	"6458"
"YDR296W"	5051	"1856"
"YDR297W"	5403	"1178"
"YDR298C"	3594	"111"
"YDR299W"	4219	"491"
"YDR300C"	1622	"629"
"YDR301W"	6846	"1654"
"YDR302W"	1761	"97"
"YDR303C"	3393	"814"
"YDR304C"	813	"129"
"YDR305C"	1393	"646"
"YDR306C"	6150	"1797"
"YDR307W"	6002	"4069"
"YDR308C"	386	"113"
"YDR309C"	2677	"388"
"YDR310C"	9897	"5237"
"YDR311W"	4577	"155"
"YDR312W"	3400	"1142"
"YDR313C"	2171	"1214"
"YDR314C"	5292	"2347"
"YDR315C"	1672	"1055"
"YDR316W"	2241	"399"
"YDR317W"	5383	"3389"
"YDR318W"	6547	"267"
"YDR319C"	2945	"479"
"YDR320C"	9066	"5848"
"YDR320C-A"	1159	"6"
"YDR321W"	4162	"230"
"YDR322W"	3752	"1664"
"YDR322C-A"	83	"41"
"YDR323C"	7422	"4632"
"YDR324C"	3573	"524"
"YDR325W"	5213	"1937"
"YDR326C"	9727	"4065"
"YDR328C"	839	"63"
"YDR329C"	4604	"1609"
"YDR330W"	5409	"260"
"YDR331W"	2078	"1171"
"YDR332W"	3126	"1513"
"YDR333C"	5058	"2269"
"YDR334W"	14760	"6538"
"YDR335W"	6959	"1683"
"YDR336W"	1044	"544"
"YDR337W"	1737	"480"
"YDR338C"	6052	"1122"
"YDR339C"	2248	"774"
"YDR341C"	4744	"1537"
"YDR342C"	265	"33"
"YDR343C"	4	"3"
"YDR344C"	1848	"999"
"YDR345C"	6091	"1282"
"YDR346C"	4768	"651"
"YDR347W"	2074	"766"
"YDR348C"	4785	"1130"
"YDR349C"	9940	"4868"
"YDR350C"	8060	"3033"
"YDR351W"	8943	"3675"
"YDR352W"	5060	"965"
"YDR353W"	2033	"73"
"YDR354W"	5225	"184"
"YDR356W"	8642	"3263"
"YDR357C"	2358	"1399"
"YDR358W"	5069	"2907"
"YDR359C"	5791	"3350"
"YDR361C"	1258	"239"
"YDR362C"	5067	"2903"
"YDR363W"	2822	"1472"
"YDR363W-A"	407	"41"
"YDR364C"	2781	"906"
"YDR365C"	3462	"447"
"YDR366C"	199	"192"
"YDR367W"	967	"478"
"YDR368W"	1630	"421"
"YDR369C"	11086	"6234"
"YDR370C"	3718	"2001"
"YDR371W"	4133	"1201"
"YDR372C"	2189	"958"
"YDR373W"	611	"45"
"YDR374C"	2766	"1807"
"YDR374W-A"	583	"41"
"YDR375C"	2074	"449"
"YDR376W"	3769	"2004"
"YDR377W"	1299	"8"
"YDR378C"	1245	"699"
"YDR379W"	7375	"3425"
"YDR379C-A"	685	"75"
"YDR380W"	4904	"424"
"YDR381W"	3357	"164"
"YDR381C-A"	1875	"556"
"YDR382W"	118	"78"
"YDR383C"	5195	"363"
"YDR384C"	1122	"63"
"YDR385W"	3	"1"
"YDR386W"	2834	"765"
"YDR387C"	4750	"2628"
"YDR388W"	2584	"424"
"YDR389W"	6175	"1217"
"YDR390C"	6375	"2123"
"YDR391C"	1976	"1061"
"YDR392W"	1496	"246"
"YDR393W"	6008	"4286"
"YDR394W"	1741	"128"
"YDR395W"	7147	"1120"
"YDR397C"	1292	"10"
"YDR398W"	7680	"2319"
"YDR399W"	636	"94"
"YDR400W"	5989	"2679"
"YDR402C"	5086	"3807"
"YDR403W"	13254	"5647"
"YDR404C"	367	"11"
"YDR405W"	530	"257"
"YDR406W"	12990	"5572"
"YDR407C"	9341	"2409"
"YDR408C"	892	"391"
"YDR409W"	7301	"2900"
"YDR410C"	1542	"1164"
"YDR411C"	3703	"1276"
"YDR412W"	1254	"63"
"YDR414C"	2251	"1400"
"YDR415C"	3544	"1010"
"YDR416W"	8393	"3822"
"YDR418W"	46	"5"
"YDR419W"	3777	"1033"
"YDR420W"	11634	"8267"
"YDR421W"	9473	"5086"
"YDR422C"	5489	"3544"
"YDR423C"	6994	"5033"
"YDR424C"	549	"61"
"YDR425W"	3517	"1042"
"YDR427W"	1944	"576"
"YDR428C"	2373	"850"
"YDR429C"	665	"521"
"YDR430C"	5007	"944"
"YDR432W"	1011	"401"
"YDR434W"	4205	"1680"
"YDR435C"	3823	"2008"
"YDR436W"	3860	"1680"
"YDR437W"	2146	"981"
"YDR438W"	5080	"1276"
"YDR439W"	1907	"354"
"YDR440W"	5616	"2993"
"YDR441C"	3249	"989"
"YDR443C"	11153	"3759"
"YDR444W"	5870	"2172"
"YDR446W"	2800	"1512"
"YDR447C"	471	"50"
"YDR448W"	1993	"278"
"YDR449C"	1201	"708"
"YDR450W"	1519	"19"
"YDR451C"	2206	"1422"
"YDR452W"	4025	"2171"
"YDR453C"	633	"266"
"YDR454C"	1317	"36"
"YDR456W"	4076	"783"
"YDR457W"	20227	"6059"
"YDR458C"	3306	"1199"
"YDR459C"	1875	"278"
"YDR460W"	1600	"196"
"YDR461W"	494	"9"
"YDR461C-A"	790	"160"
"YDR462W"	306	"258"
"YDR463W"	7853	"1394"
"YDR464W"	15474	"6207"
"YDR465C"	3649	"1954"
"YDR466W"	5023	"1711"
"YDR468C"	756	"586"
"YDR469W"	712	"463"
"YDR470C"	3545	"1196"
"YDR471W"	3331	"1026"
"YDR472W"	3391	"1487"
"YDR473C"	3306	"555"
"YDR475C"	14468	"6971"
"YDR476C"	912	"225"
"YDR477W"	9158	"197"
"YDR478W"	3341	"1355"
"YDR479C"	4847	"499"
"YDR480W"	4328	"1641"
"YDR481C"	5324	"1271"
"YDR482C"	777	"334"
"YDR483W"	6693	"3376"
"YDR484W"	3875	"795"
"YDR485C"	7867	"4271"
"YDR486C"	666	"132"
"YDR487C"	853	"103"
"YDR488C"	7948	"2964"
"YDR489W"	1563	"1165"
"YDR490C"	7524	"4748"
"YDR492W"	2228	"527"
"YDR493W"	741	"640"
"YDR494W"	3175	"896"
"YDR495C"	9902	"4529"
"YDR496C"	10233	"4340"
"YDR497C"	11877	"723"
"YDR498C"	7833	"2133"
"YDR499W"	12705	"4183"
"YDR500C"	5061	"54"
"YDR501W"	11576	"3718"
"YDR502C"	815	"150"
"YDR503C"	5480	"1631"
"YDR504C"	370	"222"
"YDR505C"	18904	"6841"
"YDR506C"	19210	"8731"
"YDR507C"	21011	"4319"
"YDR508C"	19758	"7458"
"YDR510W"	1840	"11"
"YDR511W"	1685	"490"
"YDR512C"	1413	"1060"
"YDR513W"	1861	"21"
"YDR514C"	7107	"3527"
"YDR515W"	12708	"7709"
"YDR516C"	4795	"1061"
"YDR517W"	1480	"387"
"YDR518W"	4282	"1769"
"YDR519W"	738	"393"
"YDR520C"	3656	"1399"
"YDR522C"	7916	"3688"
"YDR523C"	4922	"940"
"YDR524C"	8632	"1755"
"YDR524W-C"	112	"67"
"YDR524C-B"	1184	"972"
"YDR525W"	525	"502"
"YDR525W-A"	238	"48"
"YDR527W"	11875	"5023"
"YDR528W"	7218	"3629"
"YDR529C"	1092	"14"
"YDR530C"	5463	"1418"
"YDR531W"	4652	"3034"
"YDR532C"	3601	"2099"
"YDR533C"	6105	"788"
"YDR534C"	8874	"3557"
"YDR536W"	4214	"1574"
"YDR538W"	6258	"2330"
"YDR539W"	2550	"488"
"YDR540C"	2131	"823"
"YDR541C"	4991	"2173"
"YDR542W"	5	"5"
"YDR545W"	0	"NA"
"YEL077C"	1	"0"
"YEL076C-A"	0	"NA"
"YEL076C"	0	"NA"
"YEL075C"	0	"NA"
"YEL073C"	1413	"1327"
"YEL072W"	4853	"1430"
"YEL071W"	4357	"1034"
"YEL070W"	256	"163"
"YEL069C"	6312	"1636"
"YEL068C"	2335	"1572"
"YEL067C"	6611	"4447"
"YEL066W"	2296	"298"
"YEL065W"	9698	"2020"
"YEL064C"	4986	"1954"
"YEL063C"	4075	"1396"
"YEL062W"	5546	"559"
"YEL061C"	10387	"2277"
"YEL060C"	12413	"3791"
"YEL059C-A"	1337	"94"
"YEL058W"	10649	"1999"
"YEL057C"	2190	"1103"
"YEL056W"	5474	"1460"
"YEL055C"	18916	"7447"
"YEL054C"	86	"34"
"YEL053C"	2468	"1681"
"YEL052W"	7062	"2375"
"YEL051W"	256	"81"
"YEL050C"	3381	"140"
"YEL049W"	1197	"54"
"YEL048C"	898	"128"
"YEL047C"	3134	"514"
"YEL046C"	4523	"1664"
"YEL044W"	1375	"558"
"YEL043W"	14465	"6732"
"YEL042W"	2303	"182"
"YEL041W"	9748	"5431"
"YEL040W"	7326	"2795"
"YEL039C"	820	"10"
"YEL038W"	7697	"3993"
"YEL037C"	2130	"231"
"YEL036C"	6064	"991"
"YEL035C"	704	"523"
"YEL034W"	1537	"231"
"YEL033W"	1291	"1145"
"YEL032W"	6537	"603"
"YEL031W"	9179	"1322"
"YEL030W"	6142	"2948"
"YEL029C"	2738	"862"
"YEL028W"	4810	"3011"
"YEL027W"	75	"0"
"YEL026W"	1264	"0"
"YEL025C"	13770	"6966"
"YEL024W"	2790	"1126"
"YEL023C"	3551	"981"
"YEL022W"	8862	"2222"
"YEL021W"	643	"127"
"YEL020W-A"	546	"73"
"YEL020C"	6298	"1842"
"YEL019C"	2091	"440"
"YEL018W"	929	"256"
"YEL017C-A"	18	"2"
"YEL017W"	1428	"292"
"YEL016C"	6166	"4331"
"YEL015W"	3700	"1006"
"YEL014C"	152	"112"
"YEL013W"	5128	"607"
"YEL012W"	259	"92"
"YEL011W"	3682	"966"
"YEL009C-A"	1841	"1109"
"YEL009C"	1954	"1248"
"YEL008W"	1484	"356"
"YEL007W"	4392	"2909"
"YEL006W"	1249	"140"
"YEL005C"	979	"192"
"YEL004W"	1184	"923"
"YEL003W"	519	"88"
"YEL002C"	1186	"606"
"YEL001C"	1014	"259"
"YER001W"	8746	"6174"
"YER002W"	2796	"2226"
"YER003C"	2522	"511"
"YER004W"	4487	"2129"
"YER005W"	3504	"1036"
"YER006W"	2787	"1153"
"YER007W"	3969	"1617"
"YER007C-A"	1282	"460"
"YER008C"	9756	"2360"
"YER009W"	199	"14"
"YER010C"	975	"714"
"YER011W"	1829	"1228"
"YER012W"	2550	"38"
"YER013W"	12352	"3664"
"YER014W"	4569	"2723"
"YER014C-A"	1289	"416"
"YER015W"	2943	"668"
"YER016W"	2235	"214"
"YER017C"	5046	"411"
"YER018C"	1868	"1615"
"YER019W"	6145	"1581"
"YER019C-A"	1510	"40"
"YER020W"	15861	"3424"
"YER021W"	12533	"1919"
"YER022W"	9759	"2676"
"YER023W"	3576	"679"
"YER024W"	14186	"4442"
"YER025W"	3233	"142"
"YER026C"	5982	"1466"
"YER027C"	4518	"2476"
"YER028C"	14033	"9474"
"YER029C"	1945	"146"
"YER030W"	2203	"1386"
"YER031C"	171	"19"
"YER032W"	7899	"3042"
"YER033C"	8760	"4885"
"YER034W"	3625	"2567"
"YER035W"	1480	"99"
"YER036C"	3295	"80"
"YER037W"	2101	"258"
"YER038C"	5634	"2673"
"YER038W-A"	1644	"358"
"YER039C"	1230	"169"
"YER039C-A"	838	"727"
"YER040W"	7176	"4292"
"YER041W"	8238	"3252"
"YER042W"	846	"79"
"YER043C"	2481	"23"
"YER044C"	95	"8"
"YER044C-A"	3808	"2425"
"YER045C"	15091	"7240"
"YER046W"	3070	"655"
"YER047C"	15419	"6233"
"YER048C"	3261	"224"
"YER048W-A"	610	"547"
"YER049W"	5566	"1044"
"YER050C"	1775	"199"
"YER051W"	5331	"3131"
"YER052C"	3015	"550"
"YER053C"	1211	"86"
"YER053C-A"	6	"5"
"YER054C"	8004	"5260"
"YER055C"	3456	"2400"
"YER056C"	6880	"3141"
"YER056C-A"	3933	"11"
"YER057C"	91	"32"
"YER058W"	2072	"1019"
"YER059W"	2083	"802"
"YER060W"	1380	"367"
"YER060W-A"	4894	"1714"
"YER061C"	2447	"1234"
"YER062C"	1612	"214"
"YER063W"	1330	"405"
"YER064C"	4460	"3682"
"YER065C"	2001	"456"
"YER066W"	1399	"1031"
"YER067W"	342	"43"
"YER068W"	4109	"2045"
"YER069W"	3390	"713"
"YER070W"	4571	"1118"
"YER071C"	1078	"962"
"YER072W"	260	"39"
"YER073W"	2674	"207"
"YER074W"	782	"15"
"YER074W-A"	204	"2"
"YER075C"	6012	"2982"
"YER076C"	4458	"2652"
"YER077C"	4307	"2664"
"YER078C"	3456	"994"
"YER078W-A"	603	"568"
"YER079W"	447	"222"
"YER080W"	5750	"2709"
"YER081W"	1335	"170"
"YER082C"	1346	"179"
"YER083C"	1727	"290"
"YER084W"	1380	"1182"
"YER085C"	1434	"218"
"YER086W"	1981	"126"
"YER087W"	3927	"2352"
"YER087C-B"	256	"89"
"YER088C"	16216	"7174"
"YER089C"	2156	"362"
"YER090W"	2637	"560"
"YER091C"	2454	"481"
"YER092W"	919	"74"
"YER093C"	9154	"2041"
"YER093C-A"	2474	"1025"
"YER094C"	1030	"29"
"YER095W"	3044	"548"
"YER096W"	4101	"3013"
"YER098W"	6955	"5136"
"YER099C"	744	"67"
"YER100W"	1242	"1034"
"YER101C"	2934	"1220"
"YER102W"	388	"6"
"YER103W"	2345	"1206"
"YER104W"	706	"476"
"YER105C"	24962	"12708"
"YER106W"	3817	"2262"
"YER107C"	1273	"124"
"YER110C"	5307	"1235"
"YER111C"	6915	"1879"
"YER112W"	1276	"1096"
"YER113C"	7574	"2195"
"YER114C"	8107	"3791"
"YER115C"	1826	"1332"
"YER116C"	2550	"1108"
"YER117W"	1106	"4"
"YER118C"	1696	"1296"
"YER119C"	3102	"1763"
"YER120W"	1354	"144"
"YER121W"	618	"415"
"YER122C"	4704	"1713"
"YER123W"	1774	"921"
"YER124C"	4803	"2269"
"YER125W"	5428	"898"
"YER126C"	207	"29"
"YER127W"	3542	"1642"
"YER128W"	732	"193"
"YER129W"	15397	"7073"
"YER130C"	4693	"1193"
"YER131W"	206	"5"
"YER132C"	27662	"10454"
"YER133W"	1470	"50"
"YER134C"	765	"162"
"YER135C"	1523	"1477"
"YER136W"	1134	"247"
"YER137C"	1375	"463"
"YER138W-A"	0	"NA"
"YER139C"	1458	"209"
"YER140W"	2257	"547"
"YER141W"	2520	"366"
"YER142C"	2361	"1365"
"YER143W"	2612	"669"
"YER144C"	8804	"4510"
"YER145C"	1828	"337"
"YER145C-A"	2265	"1032"
"YER146W"	127	"123"
"YER147C"	6049	"1932"
"YER148W"	1123	"33"
"YER149C"	2154	"663"
"YER150W"	2054	"370"
"YER151C"	7798	"2896"
"YER152C"	4265	"762"
"YER153C"	4236	"1008"
"YER154W"	5187	"225"
"YER155C"	26078	"9334"
"YER156C"	6108	"3065"
"YER157W"	14799	"5155"
"YER158C"	9412	"3403"
"YER159C"	1325	"349"
"YER161C"	4419	"1446"
"YER162C"	10760	"4165"
"YER163C"	4336	"201"
"YER164W"	19776	"5691"
"YER165W"	4136	"259"
"YER166W"	16020	"2262"
"YER167W"	10480	"3717"
"YER168C"	6416	"216"
"YER169W"	10872	"2881"
"YER170W"	1114	"768"
"YER171W"	4990	"235"
"YER172C"	24837	"9645"
"YER173W"	7528	"2833"
"YER174C"	4225	"2784"
"YER175C"	2858	"826"
"YER175W-A"	1029	"989"
"YER176W"	11917	"7308"
"YER177W"	1900	"582"
"YER178W"	4032	"106"
"YER179W"	6793	"138"
"YER180C"	9492	"5280"
"YER180C-A"	559	"290"
"YER181C"	505	"263"
"YER182W"	5719	"1381"
"YER183C"	2445	"1464"
"YER184C"	18615	"2696"
"YER185W"	7978	"435"
"YER186C"	12157	"7992"
"YER187W"	2572	"1156"
"YER188W"	2617	"1146"
"YER188C-A"	5	"5"
"YER189W"	0	"NA"
"YER190W"	0	"NA"
"YER190C-B"	0	"NA"
"YFL068W"	0	"NA"
"YFL067W"	0	"NA"
"YFL066C"	0	"NA"
"YFL065C"	0	"NA"
"YFL064C"	0	"NA"
"YFL062W"	5	"4"
"YFL061W"	0	"NA"
"YFL060C"	0	"NA"
"YFL059W"	1	"1"
"YFL058W"	2	"2"
"YFL055W"	13843	"5972"
"YFL054C"	12808	"4415"
"YFL053W"	4454	"1694"
"YFL052W"	4706	"2015"
"YFL051C"	5453	"3925"
"YFL050C"	25183	"14457"
"YFL049W"	12202	"3605"
"YFL048C"	8768	"2281"
"YFL047W"	18330	"4539"
"YFL046W"	5696	"438"
"YFL045C"	3445	"75"
"YFL044C"	5400	"1360"
"YFL042C"	12011	"4695"
"YFL041W-A"	833	"725"
"YFL041W"	9365	"2745"
"YFL040W"	7101	"2968"
"YFL039C"	820	"0"
"YFL038C"	2852	"10"
"YFL037W"	2003	"461"
"YFL036W"	14291	"2327"
"YFL034C-B"	1695	"347"
"YFL034C-A"	1847	"403"
"YFL034W"	11253	"4493"
"YFL033C"	34369	"6292"
"YFL031W"	6261	"1644"
"YFL030W"	8207	"210"
"YFL029C"	7621	"1464"
"YFL028C"	6749	"195"
"YFL027C"	10154	"4232"
"YFL026W"	8854	"3198"
"YFL025C"	15696	"5893"
"YFL024C"	12535	"1327"
"YFL023W"	10892	"5743"
"YFL022C"	4738	"777"
"YFL021W"	8612	"3428"
"YFL020C"	365	"25"
"YFL019C"	5657	"5591"
"YFL018C"	13022	"1111"
"YFL017W-A"	2480	"1015"
"YFL017C"	4182	"1776"
"YFL016C"	7373	"1636"
"YFL015C"	5034	"3659"
"YFL014W"	2225	"809"
"YFL013C"	4968	"1315"
"YFL012W"	1282	"579"
"YFL011W"	6194	"1525"
"YFL010W-A"	2316	"1284"
"YFL010C"	1785	"1042"
"YFL009W"	5582	"1799"
"YFL008W"	9514	"2949"
"YFL007W"	18328	"6561"
"YFL005W"	515	"380"
"YFL004W"	5912	"1838"
"YFL003C"	7235	"3268"
"YFL002C"	7883	"1250"
"YFL001W"	6040	"2902"
"YFR001W"	2298	"239"
"YFR002W"	4171	"1005"
"YFR003C"	1085	"222"
"YFR004W"	2292	"22"
"YFR005C"	9317	"3391"
"YFR006W"	7167	"1931"
"YFR007W"	4271	"2360"
"YFR008W"	5727	"799"
"YFR009W"	5431	"1145"
"YFR010W"	1558	"110"
"YFR011C"	308	"55"
"YFR012W"	5416	"2270"
"YFR012W-A"	99	"85"
"YFR013W"	9393	"2683"
"YFR014C"	7859	"2559"
"YFR015C"	12500	"1403"
"YFR016C"	22861	"10514"
"YFR017C"	1914	"1388"
"YFR018C"	3876	"2082"
"YFR019W"	30373	"7552"
"YFR020W"	6757	"4861"
"YFR021W"	3069	"585"
"YFR022W"	11478	"3980"
"YFR023W"	2754	"351"
"YFR024C-A"	3275	"186"
"YFR025C"	4129	"2438"
"YFR026C"	2418	"1625"
"YFR027W"	10257	"1579"
"YFR028C"	3095	"708"
"YFR029W"	5652	"2730"
"YFR030W"	7401	"2044"
"YFR031C"	7213	"3381"
"YFR031C-A"	817	"6"
"YFR032C"	4679	"1940"
"YFR032C-A"	613	"247"
"YFR032C-B"	299	"204"
"YFR033C"	746	"536"
"YFR034C"	3435	"1844"
"YFR035C"	4387	"2163"
"YFR036W"	1436	"36"
"YFR037C"	8854	"1207"
"YFR038W"	19323	"4626"
"YFR039C"	4712	"2756"
"YFR040W"	16050	"3870"
"YFR041C"	4006	"1840"
"YFR042W"	5550	"2425"
"YFR043C"	4969	"3290"
"YFR044C"	5362	"480"
"YFR045W"	4008	"1378"
