gene	domain_start	domain_end	domain_name	domain_decription	type	e_value	pdb_id
YDR040C	125	243	PF00122	E1-E2_ATPase	Family	3.50E-28	3w5b.1.A
YDR040C	276	344	PF00122	E1-E2_ATPase	Family	0.058	3wgu.2.A
YDR040C	276	344	PF00122	E1-E2_ATPase	Family	0.058	1t5t.1.A
YDR040C	276	344	PF00122	E1-E2_ATPase	Family	0.058	5mpm.1.A
YDR040C	276	344	PF00122	E1-E2_ATPase	Family	0.058	3w5b.1.A
YDR040C	846	1044	PF00689	Cation_ATPase_C	Family	5.90E-25	5mpm.1.A
YDR040C	846	1044	PF00689	Cation_ATPase_C	Family	5.90E-25	3w5b.1.A
YDR040C	17	85	PF00690	Cation_ATPase_N	Domain	2.10E-11	1t5t.1.A
YDR040C	17	85	PF00690	Cation_ATPase_N	Domain	2.10E-11	3w5b.1.A
YDR040C	638	769	PF00702	Hydrolase	Domain	2.50E-12	3wgu.2.A
YDR040C	638	769	PF00702	Hydrolase	Domain	2.50E-12	1t5t.1.A
YDR040C	638	769	PF00702	Hydrolase	Domain	2.50E-12	5mpm.1.A
YDR040C	638	769	PF00702	Hydrolase	Domain	2.50E-12	3w5b.1.A
YDR040C	460	573	PF13246	Cation_ATPase	Family	1.50E-15	3wgu.2.A
YDR040C	460	573	PF13246	Cation_ATPase	Family	1.50E-15	1t5t.1.A
YDR040C	460	573	PF13246	Cation_ATPase	Family	1.50E-15	5mpm.1.A
YDR040C	460	573	PF13246	Cation_ATPase	Family	1.50E-15	3w5b.1.A
YDR158W	7	130	PF01118	Semialdhyde_dh	Domain	3.10E-29	3hsk.1.B
YDR158W	165	345	PF02774	Semialdhyde_dhC	Domain	1.80E-41	3hsk.1.B
YGL205W	549	724	PF01756	ACOX	Family	1.10E-39	5y9d.1.A
YGL205W	549	724	PF01756	ACOX	Family	1.10E-39	5ys9.1.A
YGL205W	549	724	PF01756	ACOX	Family	1.10E-39	5ys9.1.A
YGL205W	185	295	PF02770	Acyl-CoA_dh_M	Domain	2.30E-19	5y9d.1.A
YGL205W	185	295	PF02770	Acyl-CoA_dh_M	Domain	2.30E-19	5ys9.1.A
YGL205W	185	295	PF02770	Acyl-CoA_dh_M	Domain	2.30E-19	1w07.1.A
YGL205W	185	295	PF02770	Acyl-CoA_dh_M	Domain	2.30E-19	5ys9.1.A
YGL205W	31	172	PF14749	Acyl-CoA_ox_N	Domain	4.30E-07	5y9d.1.A
YGL205W	31	172	PF14749	Acyl-CoA_ox_N	Domain	4.30E-07	5ys9.1.A
YGL205W	31	172	PF14749	Acyl-CoA_ox_N	Domain	4.30E-07	5ys9.1.A
YPR183W	6	170	PF00535	Glycos_transf_2	Family	2.40E-28	5mlz.1.A
YOR120W	23	292	PF00248	Aldo_ket_red	Domain	9.80E-48	5hnu.1.B
YBR038W	298	458	PF01644	Chitin_synth_1	Family	3.90E-65	NA
YBR038W	237	297	PF08407	Chitin_synth_1N	Family	2.30E-18	NA
YPL167C	905	1361	PF00136	DNA_pol_B	Family	4.60E-116	2gv9.2.A
YPL167C	905	1361	PF00136	DNA_pol_B	Family	4.60E-116	5exr.1.C
YPL167C	905	1361	PF00136	DNA_pol_B	Family	4.60E-116	3suq.1.A
YPL167C	653	842	PF03104	DNA_pol_B_exo1	Family	1.90E-09	3suq.1.A
YPL167C	67	219	PF03104	DNA_pol_B_exo1	Family	0.0047	NA
YPL167C	1398	1479	PF14260	zf-C4pol	Domain	3.40E-07	NA
YKL060C	19	357	PF01116	F_bP_aldolase	Domain	3.70E-84	3qm3.1.A
YKL104C	395	521	PF01380	SIS	Domain	9.60E-30	3ooj.1.B
YKL104C	565	699	PF01380	SIS	Domain	5.10E-28	3ooj.1.B
YKL104C	77	160	PF13522	GATase_6	Domain	1.60E-12	3ooj.1.B
YLL015W	1319	1484	PF00005	ABC_tran	Domain	6.80E-29	5twv.1.B
YLL015W	1319	1484	PF00005	ABC_tran	Domain	6.80E-29	6c3o.1.H
YLL015W	1319	1484	PF00005	ABC_tran	Domain	6.80E-29	5uj9.1.A
YLL015W	1319	1484	PF00005	ABC_tran	Domain	6.80E-29	6bhu.1.A
YLL015W	659	795	PF00005	ABC_tran	Domain	3.30E-14	5twv.1.B
YLL015W	659	795	PF00005	ABC_tran	Domain	3.30E-14	6c3o.1.H
YLL015W	659	795	PF00005	ABC_tran	Domain	3.30E-14	5uj9.1.A
YLL015W	659	795	PF00005	ABC_tran	Domain	3.30E-14	6bhu.1.A
YLL015W	299	565	PF00664	ABC_membrane	Family	4.40E-32	5twv.1.B
YLL015W	299	565	PF00664	ABC_membrane	Family	4.40E-32	6c3o.1.H
YLL015W	299	565	PF00664	ABC_membrane	Family	4.40E-32	5uj9.1.A
YLL015W	299	565	PF00664	ABC_membrane	Family	4.40E-32	6bhu.1.A
YLL015W	981	1249	PF00664	ABC_membrane	Family	4.10E-29	5twv.1.B
YLL015W	981	1249	PF00664	ABC_membrane	Family	4.10E-29	6c3o.1.H
YLL015W	981	1249	PF00664	ABC_membrane	Family	4.10E-29	5uj9.1.A
YLL015W	981	1249	PF00664	ABC_membrane	Family	4.10E-29	6bhu.1.A
YDR035W	47	354	PF00793	DAHP_synth_1	Domain	1.70E-105	1hfb.1.A
YKL103C	59	501	PF02127	Peptidase_M18	Family	2.90E-162	5jh9
YKL103C	59	501	PF02127	Peptidase_M18	Family	2.90E-162	5jh9.1.A
YKL103C	59	501	PF02127	Peptidase_M18	Family	2.90E-162	4r8f
YLR354C	26	327	PF00923	TAL_FSA	Domain	3.00E-97	2e1d.1.A
YPL104W	150	626	PF00152	tRNA-synt_2	Domain	6.50E-98	4o2d.1.A
YPL104W	150	626	PF00152	tRNA-synt_2	Domain	6.50E-98	1eqr.1.D
YPL104W	150	626	PF00152	tRNA-synt_2	Domain	6.50E-98	1g51.1.B
YPL104W	51	128	PF01336	tRNA_anti-codon	Domain	0.0022	4o2d.1.A
YPL104W	51	128	PF01336	tRNA_anti-codon	Domain	0.0022	1eqr.1.D
YPL104W	51	128	PF01336	tRNA_anti-codon	Domain	0.0022	1g51.1.B
YDR037W	225	576	PF00152	tRNA-synt_2	Domain	4.00E-72	6chd.1.A
YDR037W	124	209	PF01336	tRNA_anti-codon	Domain	2.20E-08	6chd.1.A
YDR256C	23	406	PF00199	Catalase	Domain	6.80E-177	1a4e
YDR256C	441	499	PF06628	Catalase-rel	Family	8.90E-06	1a4e
YML035C	355	761	PF00962	A_deaminase	Domain	1.50E-130	2a3l.1.A
YJR152W	90	467	PF07690	MFS_1	Family	5.90E-28	NA
YOR348C	114	587	PF00324	AA_permease	Family	2.80E-152	NA
YDL102W	540	973	PF00136	DNA_pol_B	Family	9.70E-143	3iay
YDL102W	540	973	PF00136	DNA_pol_B	Family	9.70E-143	5exr.1.C
YDL102W	540	973	PF00136	DNA_pol_B	Family	9.70E-143	3iay.1.C
YDL102W	143	482	PF03104	DNA_pol_B_exo1	Family	2.90E-91	3iay
YDL102W	143	482	PF03104	DNA_pol_B_exo1	Family	2.90E-91	4k8z.1.A
YDL102W	143	482	PF03104	DNA_pol_B_exo1	Family	2.90E-91	5n2e.1.A
YDL102W	143	482	PF03104	DNA_pol_B_exo1	Family	2.90E-91	5exr.1.C
YDL102W	143	482	PF03104	DNA_pol_B_exo1	Family	2.90E-91	3iay.1.C
YDL102W	1009	1080	PF14260	zf-C4pol	Domain	4.90E-13	5exr.1.C
YDR454C	2	185	PF00625	Guanylate_kin	Domain	2.80E-70	4f4j
YDR454C	2	185	PF00625	Guanylate_kin	Domain	2.80E-70	1ex6
YDR454C	2	185	PF00625	Guanylate_kin	Domain	2.80E-70	4f4j.1.A
YPL117C	103	257	PF00293	NUDIX	Domain	2.20E-28	2i6k.1.A
YLR060W	104	267	PF03483	B3_4	Domain	1.80E-23	3l4g.1.B
YLR060W	297	365	PF03484	B5	Domain	1.00E-12	3l4g.1.B
YFL022C	213	484	PF01409	tRNA-synt_2d	Domain	3.80E-88	3l4g.1.C
YKL024C	21	178	PF00406	ADK	Domain	6.70E-49	1uky
YKL024C	21	178	PF00406	ADK	Domain	6.70E-49	1uky.1.A
YGR282C	27	310	PF00332	Glyco_hydro_17	Domain	3.90E-89	4wtp.1.A
YOR330C	568	938	PF00476	DNA_pol_A	Family	8.10E-55	NA
YBR213W	7	152	PF13241	NAD_binding_7	Domain	3.10E-24	1kyq
YBR213W	7	152	PF13241	NAD_binding_7	Domain	3.10E-24	1kyq.1.B
YBR213W	193	256	PF14823	Sirohm_synth_C	Domain	6.10E-13	1kyq
YBR213W	193	256	PF14823	Sirohm_synth_C	Domain	6.10E-13	1kyq.1.B
YBR213W	159	183	PF14824	Sirohm_synth_M	Domain	2.20E-07	1kyq
YBR213W	159	183	PF14824	Sirohm_synth_M	Domain	2.20E-07	1kyq.1.B
YBR213W	159	183	PF14824	Sirohm_synth_M	Domain	2.20E-07	4d7a.1.A
YCR053W	110	352	PF00291	PALP	Family	1.40E-07	1kl7
YCR053W	110	352	PF00291	PALP	Family	1.40E-07	1kl7.1.A
YCR053W	8	88	PF14821	Thr_synth_N	Domain	2.60E-25	1kl7
YCR053W	8	88	PF14821	Thr_synth_N	Domain	2.60E-25	1kl7.1.A
YBR127C	154	380	PF00006	ATP-synt_ab	Domain	2.50E-63	3j9v
YBR127C	154	380	PF00006	ATP-synt_ab	Domain	2.50E-63	3j9u.1.F
YBR127C	31	97	PF02874	ATP-synt_ab_N	Domain	1.70E-12	3j9v
YBR127C	31	97	PF02874	ATP-synt_ab_N	Domain	1.70E-12	3j9u.1.F
YIL021W	49	170	PF01000	RNA_pol_A_bac	Domain	1.80E-28	5ipm.1.A
YIL021W	49	170	PF01000	RNA_pol_A_bac	Domain	1.80E-28	5ip9
YIL021W	49	170	PF01000	RNA_pol_A_bac	Domain	1.80E-28	3j1n
YIL021W	49	170	PF01000	RNA_pol_A_bac	Domain	1.80E-28	3hoy
YIL021W	49	170	PF01000	RNA_pol_A_bac	Domain	1.80E-28	5c44.1.C
YIL021W	49	170	PF01000	RNA_pol_A_bac	Domain	1.80E-28	2vum
YIL021W	20	254	PF01193	RNA_pol_L	Domain	2.00E-15	5ipm.1.A
YIL021W	20	254	PF01193	RNA_pol_L	Domain	2.00E-15	5ip9
YIL021W	20	254	PF01193	RNA_pol_L	Domain	2.00E-15	3j1n
YIL021W	20	254	PF01193	RNA_pol_L	Domain	2.00E-15	3hoy
YIL021W	20	254	PF01193	RNA_pol_L	Domain	2.00E-15	5c44.1.C
YIL021W	20	254	PF01193	RNA_pol_L	Domain	2.00E-15	2vum
YER178W	87	381	PF00676	E1_dh	Family	3.90E-122	2ozl.1.A
YGR193C	34	107	PF00364	Biotin_lipoyl	Domain	2.00E-17	NA
YGR193C	172	207	PF02817	E3_binding	Family	0.0032	NA
YLR134W	202	334	PF00205	TPP_enzyme_M	Domain	1.30E-35	2w93.1.B
YLR134W	406	507	PF02775	TPP_enzyme_C	Domain	2.70E-11	2w93.1.B
YLR134W	5	177	PF02776	TPP_enzyme_N	Domain	1.00E-28	2w93.1.B
YCL050C	245	308	PF09830	ATP_transf	Family	1.00E-15	4i5t.1.A
YHR042W	538	655	PF00175	NAD_binding_1	Domain	1.30E-19	2bf4.1.A
YHR042W	538	655	PF00175	NAD_binding_1	Domain	1.30E-19	2bf4
YHR042W	63	199	PF00258	Flavodoxin_1	Domain	3.90E-28	2bf4.1.A
YHR042W	63	199	PF00258	Flavodoxin_1	Domain	3.90E-28	2bf4
YHR042W	63	199	PF00258	Flavodoxin_1	Domain	3.90E-28	3fjo
YHR042W	262	480	PF00667	FAD_binding_1	Domain	2.30E-75	2bf4.1.A
YHR042W	262	480	PF00667	FAD_binding_1	Domain	2.30E-75	2bf4
YOR176W	39	357	PF00762	Ferrochelatase	Domain	9.20E-95	1lbq
YOR176W	39	357	PF00762	Ferrochelatase	Domain	9.20E-95	1l8x.1.A
YGL017W	19	115	PF04376	ATE_N	Family	6.20E-20	NA
YGL017W	165	309	PF04377	ATE_C	Family	6.00E-42	NA
YBR110W	258	427	PF00534	Glycos_transf_1	Family	1.70E-09	2bis.1.A
YGR240C	207	513	PF00365	PFK	Domain	1.50E-101	3o8o
YGR240C	207	513	PF00365	PFK	Domain	1.50E-101	4xyk.1.A
YGR240C	207	513	PF00365	PFK	Domain	1.50E-101	3opy.1.A
YGR240C	207	513	PF00365	PFK	Domain	1.50E-101	2f48.1.A
YGR240C	207	513	PF00365	PFK	Domain	1.50E-101	3opy.1.B
YGR240C	207	513	PF00365	PFK	Domain	1.50E-101	3o8o.1.A
YGR240C	595	885	PF00365	PFK	Domain	8.40E-75	3o8o
YGR240C	595	885	PF00365	PFK	Domain	8.40E-75	4xyk.1.A
YGR240C	595	885	PF00365	PFK	Domain	8.40E-75	3opy.1.A
YGR240C	595	885	PF00365	PFK	Domain	8.40E-75	3opy.1.B
YGR240C	595	885	PF00365	PFK	Domain	8.40E-75	3o8o.1.A
YMR205C	199	506	PF00365	PFK	Domain	6.10E-98	3o8o
YMR205C	199	506	PF00365	PFK	Domain	6.10E-98	3opy.1.B
YMR205C	199	506	PF00365	PFK	Domain	6.10E-98	4wl0.1.B
YMR205C	199	506	PF00365	PFK	Domain	6.10E-98	3opy.1.A
YMR205C	199	506	PF00365	PFK	Domain	6.10E-98	3o8o.1.B
YMR205C	588	878	PF00365	PFK	Domain	1.50E-75	3o8o
YMR205C	588	878	PF00365	PFK	Domain	1.50E-75	3opy.1.B
YMR205C	588	878	PF00365	PFK	Domain	1.50E-75	4wl0.1.B
YMR205C	588	878	PF00365	PFK	Domain	1.50E-75	3opy.1.A
YMR205C	588	878	PF00365	PFK	Domain	1.50E-75	3o8o.1.B
YER056C	76	494	PF02133	Transp_cyt_pur	Family	4.00E-116	NA
YDL185W	237	916	PF00006	ATP-synt_ab	Domain	2.30E-111	NA
YDL185W	28	90	PF02874	ATP-synt_ab_N	Domain	5.20E-13	3j9v
YDL185W	28	90	PF02874	ATP-synt_ab_N	Domain	5.20E-13	5d80
YDL185W	284	736	PF05203	Hom_end_hint	Domain	4.90E-84	1jva
YDL185W	284	736	PF05203	Hom_end_hint	Domain	4.90E-84	1dfa
YDL185W	284	736	PF05203	Hom_end_hint	Domain	4.90E-84	1ef0
YDL185W	585	690	PF05204	Hom_end	Domain	4.80E-35	1jva
YDL185W	585	690	PF05204	Hom_end	Domain	4.80E-35	1dfa
YDL185W	585	690	PF05204	Hom_end	Domain	4.80E-35	1ef0
YDL185W	479	574	PF05204	Hom_end	Domain	1.50E-17	1jva
YDL185W	479	574	PF05204	Hom_end	Domain	1.50E-17	1dfa
YDL185W	479	574	PF05204	Hom_end	Domain	1.50E-17	1ef0
YDL185W	106	228	PF16886	ATP-synt_ab_Xtn	Family	8.20E-43	3j9v
YDL185W	106	228	PF16886	ATP-synt_ab_Xtn	Family	8.20E-43	5d80
YCR075C	156	212	PF04193	PQ-loop	Repeat	6.10E-10	NA
YCR075C	7	60	PF04193	PQ-loop	Repeat	4.50E-08	NA
YHR025W	96	157	PF00288	GHMP_kinases_N	Family	1.10E-05	4p52.1.A
YKL085W	18	163	PF00056	Ldh_1_N	Family	1.40E-41	1emd.1.A
YKL085W	165	331	PF02866	Ldh_1_C	Domain	6.00E-54	1emd.1.A
YGR019W	45	466	PF00202	Aminotran_3	Domain	2.20E-98	4y0d.1.A
YDR513W	53	119	PF00462	Glutaredoxin	Domain	2.30E-12	3ctf
YDR513W	53	119	PF00462	Glutaredoxin	Domain	2.30E-12	3ctf.1.A
YCL040W	18	228	PF00349	Hexokinase_1	Domain	1.50E-63	3b8a.1.A
YCL040W	246	499	PF03727	Hexokinase_2	Domain	1.30E-72	3b8a.1.A
YNL151C	5	236	PF11705	RNA_pol_3_Rpc31	Family	1.70E-52	6eu1
YNL130C	46	121	PF01066	CDP-OH_P_transf	Family	1.20E-13	5d92.1.A
YBR085W	115	208	PF00153	Mito_carr	Family	9.30E-21	4c9j
YBR085W	115	208	PF00153	Mito_carr	Family	9.30E-21	4c9j.1.A
YBR085W	9	105	PF00153	Mito_carr	Family	1.50E-20	4c9j
YBR085W	215	303	PF00153	Mito_carr	Family	4.00E-15	4c9j
YBR085W	215	303	PF00153	Mito_carr	Family	4.00E-15	4c9j.1.A
YBL030C	125	220	PF00153	Mito_carr	Family	1.40E-22	4c9g
YBL030C	125	220	PF00153	Mito_carr	Family	1.40E-22	4c9g.1.A
YBL030C	20	116	PF00153	Mito_carr	Family	8.40E-20	4c9g
YBL030C	226	314	PF00153	Mito_carr	Family	2.90E-14	4c9g
YPR167C	44	225	PF01507	PAPS_reduct	Family	7.90E-43	2oq2
YPR167C	44	225	PF01507	PAPS_reduct	Family	7.90E-43	2oq2.1.A
YLR393W	25	279	PF05176	ATP-synt_10	Family	2.50E-92	NA
YOL140W	34	418	PF00202	Aminotran_3	Domain	4.30E-136	2e54.1.A
YOL140W	34	418	PF00202	Aminotran_3	Domain	4.30E-136	5eav.1.B
YHR128W	13	214	PF14681	UPRTase	Domain	6.70E-73	1upf.1.D
YBR003W	69	422	PF00348	polyprenyl_synt	Domain	7.50E-67	3aq0.1.A
YBR003W	69	422	PF00348	polyprenyl_synt	Domain	7.50E-67	3aq0.2.B
YPL231W	1183	1390	PF00109	ketoacyl-synt	Domain	1.30E-15	2pff
YPL231W	1183	1390	PF00109	ketoacyl-synt	Domain	1.30E-15	4v59.1.D
YPL231W	1183	1390	PF00109	ketoacyl-synt	Domain	1.30E-15	3hmj.1.A
YPL231W	1183	1390	PF00109	ketoacyl-synt	Domain	1.30E-15	2uv8
YPL231W	1768	1866	PF01648	ACPS	Family	1.30E-13	2wat
YPL231W	1768	1866	PF01648	ACPS	Family	1.30E-13	3hmj.1.A
YPL231W	1768	1866	PF01648	ACPS	Family	1.30E-13	2uv8
YPL231W	1522	1611	PF02801	Ketoacyl-synt_C	Domain	2.80E-09	2pff
YPL231W	1522	1611	PF02801	Ketoacyl-synt_C	Domain	2.80E-09	4v59.1.D
YPL231W	1522	1611	PF02801	Ketoacyl-synt_C	Domain	2.80E-09	3hmj.1.A
YPL231W	1522	1611	PF02801	Ketoacyl-synt_C	Domain	2.80E-09	2uv8
YKR039W	94	558	PF00324	AA_permease	Family	3.20E-156	NA
YDR148C	234	462	PF00198	2-oxoacid_dh	Domain	1.40E-77	NA
YDR148C	75	146	PF00364	Biotin_lipoyl	Domain	2.80E-12	1ghj.1.A
YDR502C	7	104	PF00438	S-AdoMet_synt_N	Domain	4.60E-42	2p02.1.A
YDR502C	119	239	PF02772	S-AdoMet_synt_M	Domain	2.10E-40	2p02.1.A
YDR502C	241	378	PF02773	S-AdoMet_synt_C	Domain	1.50E-61	2p02.1.A
YLR304C	63	500	PF00330	Aconitase	Family	2.80E-155	1ami.1.A
YLR304C	579	708	PF00694	Aconitase_C	Domain	4.90E-45	1ami.1.A
YPL132W	103	254	PF04442	CtaG_Cox11	Family	3.10E-57	NA
YPL036W	204	385	PF00122	E1-E2_ATPase	Family	2.50E-42	4hqj.1.A
YPL036W	204	385	PF00122	E1-E2_ATPase	Family	2.50E-42	5ylu.1.A
YPL036W	108	164	PF00690	Cation_ATPase_N	Domain	7.30E-08	4hqj.1.A
YPL036W	108	164	PF00690	Cation_ATPase_N	Domain	7.30E-08	5ylu.1.A
YPL036W	403	675	PF00702	Hydrolase	Domain	2.10E-15	4hqj.1.A
YPL036W	403	675	PF00702	Hydrolase	Domain	2.10E-15	5ylu.1.A
YGL077C	58	501	PF13520	AA_permease_2	Family	5.00E-48	NA
YDL236W	24	265	PF00702	Hydrolase	Domain	5.30E-13	4bx2.1.A
YBR166C	57	275	PF02153	PDH	Family	1.50E-05	5usc.1.B
YMR243C	13	295	PF01545	Cation_efflux	Family	1.90E-51	NA
YJL140W	49	217	PF03874	RNA_pol_Rpb4	Family	7.80E-32	3j1n
YJL140W	49	217	PF03874	RNA_pol_Rpb4	Family	7.80E-32	1y14
YJL140W	49	217	PF03874	RNA_pol_Rpb4	Family	7.80E-32	3qt1
YJL140W	49	217	PF03874	RNA_pol_Rpb4	Family	7.80E-32	4a3l
YBR154C	142	214	PF01191	RNA_pol_Rpb5_C	Domain	2.50E-28	5ip9
YBR154C	142	214	PF01191	RNA_pol_Rpb5_C	Domain	2.50E-28	3j1n
YBR154C	6	99	PF03871	RNA_pol_Rpb5_N	Domain	1.80E-26	5ip9
YBR154C	6	99	PF03871	RNA_pol_Rpb5_N	Domain	1.80E-26	3j1n
YPR187W	80	132	PF01192	RNA_pol_Rpb6	Family	5.30E-14	3j1n
YPR187W	80	132	PF01192	RNA_pol_Rpb6	Family	5.30E-14	1y77
YPR187W	80	132	PF01192	RNA_pol_Rpb6	Family	5.30E-14	4c3h.1.F
YPR187W	80	132	PF01192	RNA_pol_Rpb6	Family	5.30E-14	5ip9
YOR224C	7	146	PF03870	RNA_pol_Rpb8	Family	2.20E-42	3j1n
YOR224C	7	146	PF03870	RNA_pol_Rpb8	Family	2.20E-42	5ip9
YKL045W	223	504	PF04104	DNA_primase_lrg	Family	2.20E-91	5exr.2.B
YLR133W	170	437	PF01633	Choline_kinase	Family	2.70E-69	3mes.1.A
YLR133W	95	139	PF04428	Choline_kin_N	Family	1.60E-14	NA
YIL125W	253	571	PF00676	E1_dh	Family	1.10E-54	2y0p.1.A
YIL125W	253	571	PF00676	E1_dh	Family	1.10E-54	2xt6.1.A
YIL125W	253	571	PF00676	E1_dh	Family	1.10E-54	2jgd.1.A
YIL125W	645	857	PF02779	Transket_pyr	Domain	1.20E-61	2y0p.1.A
YIL125W	645	857	PF02779	Transket_pyr	Domain	1.20E-61	2xt6.1.A
YIL125W	645	857	PF02779	Transket_pyr	Domain	1.20E-61	2jgd.1.A
YIL125W	42	80	PF16078	2-oxogl_dehyd_N	Family	1.60E-16	2xt6.1.A
YIL125W	860	1011	PF16870	OxoGdeHyase_C	Family	2.70E-46	2y0p.1.A
YIL125W	860	1011	PF16870	OxoGdeHyase_C	Family	2.70E-46	2xt6.1.A
YIL125W	860	1011	PF16870	OxoGdeHyase_C	Family	2.70E-46	2jgd.1.A
YGL055W	419	486	PF00173	Cyt-b5	Domain	2.00E-11	NA
YGL055W	142	359	PF00487	FA_desaturase	Domain	5.60E-15	4ymk.1.A
YOL052C	26	391	PF01536	SAM_decarbox	Family	2.30E-124	1msv.1.A
YOR128C	405	550	PF00731	AIRC	Domain	5.50E-59	NA
YOR128C	115	285	PF02222	ATP-grasp	Family	5.10E-58	3k5i.1.A
YPL271W	2	51	PF04627	ATP-synt_Eps	Family	6.20E-15	6cp3
YPL271W	2	51	PF04627	ATP-synt_Eps	Family	6.20E-15	4b2q
YJR049C	130	427	PF01513	NAD_kinase	Family	5.60E-92	3afo.1.A
YJR051W	37	483	PF00890	FAD_binding_2	Family	1.50E-66	5glg
YER070W	142	212	PF00317	Ribonuc_red_lgN	Domain	8.00E-20	3paw.2.A
YER070W	142	212	PF00317	Ribonuc_red_lgN	Domain	8.00E-20	1zyz.3.C
YER070W	142	212	PF00317	Ribonuc_red_lgN	Domain	8.00E-20	3s8a
YER070W	216	742	PF02867	Ribonuc_red_lgC	Family	1.50E-182	3paw.2.A
YER070W	216	742	PF02867	Ribonuc_red_lgC	Family	1.50E-182	1zyz.3.C
YER070W	216	742	PF02867	Ribonuc_red_lgC	Family	1.50E-182	3s8a
YER070W	1	89	PF03477	ATP-cone	Domain	3.70E-13	3paw.2.A
YER070W	1	89	PF03477	ATP-cone	Domain	3.70E-13	3s8a
YPL172C	162	402	PF01040	UbiA	Family	2.00E-45	NA
YDR402C	50	471	PF00067	p450	Domain	8.80E-52	3czh.1.A
YDR403W	206	510	PF05141	DIT1_PvcA	Family	6.70E-97	3e59.1.A
YIL066C	142	212	PF00317	Ribonuc_red_lgN	Domain	8.90E-20	3hnd.1.B
YIL066C	142	212	PF00317	Ribonuc_red_lgN	Domain	8.90E-20	1zyz.3.C
YIL066C	216	742	PF02867	Ribonuc_red_lgC	Family	4.10E-180	3hnd.1.B
YIL066C	216	742	PF02867	Ribonuc_red_lgC	Family	4.10E-180	1zyz.3.C
YIL066C	1	89	PF03477	ATP-cone	Domain	8.60E-14	NA
YLL041C	35	141	PF13085	Fer2_3	Domain	8.30E-31	2fbw.1.B
YLL041C	178	251	PF13534	Fer4_17	Domain	2.00E-06	2fbw.1.B
YIR031C	23	542	PF01274	Malate_synthase	Family	1.60E-221	NA
YNL262W	803	868	PF00136	DNA_pol_B	Family	0.00073	4m8o
YNL262W	803	868	PF00136	DNA_pol_B	Family	0.00073	4m8o.1.A
YNL262W	803	868	PF00136	DNA_pol_B	Family	0.00073	4ptf
YNL262W	123	442	PF03104	DNA_pol_B_exo1	Family	1.50E-81	4m8o
YNL262W	123	442	PF03104	DNA_pol_B_exo1	Family	1.50E-81	5oki
YNL262W	123	442	PF03104	DNA_pol_B_exo1	Family	1.50E-81	4m8o.1.A
YNL262W	123	442	PF03104	DNA_pol_B_exo1	Family	1.50E-81	4ptf
YNL262W	1530	1919	PF08490	DUF1744	Domain	1.50E-137	NA
YDL066W	22	416	PF00180	Iso_dh	Domain	1.00E-67	2qfx.1.A
YDL066W	22	416	PF00180	Iso_dh	Domain	1.00E-67	2qfv
YDL090C	232	272	PF00432	Prenyltrans	Repeat	1.40E-09	4l9p.1.B
YDL090C	278	321	PF00432	Prenyltrans	Repeat	3.00E-06	4l9p.1.B
YDL090C	330	374	PF00432	Prenyltrans	Repeat	3.70E-06	4l9p.1.B
YDL090C	180	223	PF00432	Prenyltrans	Repeat	7.40E-05	4l9p.1.B
YDL090C	129	171	PF00432	Prenyltrans	Repeat	0.0029	4l9p.1.B
YDR530C	248	312	PF09830	ATP_transf	Family	1.10E-15	4i5t
YDR530C	248	312	PF09830	ATP_transf	Family	1.10E-15	4i5t.2.A
YOL126C	15	169	PF00056	Ldh_1_N	Family	6.90E-43	1sev.1.A
YOL126C	179	370	PF02866	Ldh_1_C	Domain	1.30E-54	1sev.1.A
YJL180C	53	192	PF07542	ATP12	Family	2.40E-28	2r31.1.A
YPR010C	700	1065	PF00562	RNA_pol_Rpb2_6	Domain	3.20E-111	5m3f
YPR010C	700	1065	PF00562	RNA_pol_Rpb2_6	Domain	3.20E-111	5m5w.1.B
YPR010C	700	1065	PF00562	RNA_pol_Rpb2_6	Domain	3.20E-111	4g7h.1.C
YPR010C	1067	1197	PF04560	RNA_pol_Rpb2_7	Domain	9.00E-12	5m3f
YPR010C	1067	1197	PF04560	RNA_pol_Rpb2_7	Domain	9.00E-12	5m5w.1.B
YPR010C	210	402	PF04561	RNA_pol_Rpb2_2	Domain	6.70E-37	5m3f
YPR010C	210	402	PF04561	RNA_pol_Rpb2_2	Domain	6.70E-37	5m5w.1.B
YPR010C	41	457	PF04563	RNA_pol_Rpb2_1	Family	6.50E-49	5m3f
YPR010C	41	457	PF04563	RNA_pol_Rpb2_1	Family	6.50E-49	5m5w.1.B
YPR010C	487	551	PF04565	RNA_pol_Rpb2_3	Domain	2.70E-24	5m3f
YPR010C	487	551	PF04565	RNA_pol_Rpb2_3	Domain	2.70E-24	5m5w.1.B
YPR010C	593	651	PF06883	RNA_pol_Rpa2_4	Domain	9.20E-20	5m3f
YPR010C	593	651	PF06883	RNA_pol_Rpa2_4	Domain	9.20E-20	5m5w.1.B
YOR210W	1	59	PF01194	RNA_pol_N	Domain	1.10E-26	4c3j.1.J
YOR210W	1	59	PF01194	RNA_pol_N	Domain	1.10E-26	3j1n
YOR210W	1	59	PF01194	RNA_pol_N	Domain	1.10E-26	5ip9
YHR123W	46	121	PF01066	CDP-OH_P_transf	Family	6.20E-13	5d92.1.A
YOR332W	23	223	PF01991	vATP-synt_E	Family	1.10E-65	3j9t.1.P
YOR332W	23	223	PF01991	vATP-synt_E	Family	1.10E-65	4efa
