"UniProtKB_ac"	"locus"	"uniprot_seq_length"	"coordinate_id"	"provider"	"from"	"to"	"coverage"	"template"	"qmean"	"Seq_similarity"	"Seq_Identity"	"Resolution"	"Ligands"	"Oligo_State"	"GEMQE"	"Built_with"	"Method"
"P16120"	"YCR053W"	"514"	"5b3d831b08cc8f146580b365"	"SWISSMODEL"	"2"	"512"	"0.994163424124514"	"1kl7.1.A"	"-1.1549670063"	"0.60"	"100.00"	"2.70"	"MSE;PLP
"	"monomer"	"0.98"	"PROMOD3 1.1.0"	"X-RAY"
"Q06389"	"YDR373W"	"190"	"5b402d63a03a1be52f3fba2b"	"SWISSMODEL"	"14"	"171"	"0.831578947368421"	"2jt0.1.A"	"-2.8156486603"	"0.37"	"30.34"	"NA"	"
"	"monomer"	"0.51"	"PROMOD3 1.1.0"	"SOLUTION"
"Q06389"	"YDR373W"	"190"	"5b402d63a03a1be52f3fba27"	"SWISSMODEL"	"14"	"171"	"0.831578947368421"	"1dtl.1.A"	"-1.9902182864"	"0.37"	"29.66"	"2.15"	"BEP;CA
"	"monomer"	"0.49"	"PROMOD3 1.1.0"	"X-RAY"
"Q06389"	"YDR373W"	"190"	"5b402d63a03a1be52f3fba23"	"SWISSMODEL"	"14"	"171"	"0.831578947368421"	"1aj4.1.A"	"-3.3618058223"	"0.37"	"29.66"	"NA"	"
"	"monomer"	"0.51"	"PROMOD3 1.1.0"	"SOLUTION"
"Q06389"	"YDR373W"	"190"	"5b402d63a03a1be52f3fba1f"	"SWISSMODEL"	"14"	"171"	"0.831578947368421"	"2jtz.1.A"	"-3.606137335"	"0.37"	"30.34"	"NA"	"
"	"monomer"	"0.50"	"PROMOD3 1.1.0"	"SOLUTION"
"Q08224"	"YOL055C"	"551"	"5b3e87b408cc8f8679cce8e9"	"SWISSMODEL"	"2"	"551"	"0.998185117967332"	"3rm5.1.A"	"-1.2581437312"	"0.61"	"100.00"	"2.68"	"
"	"homo-dimer"	"0.97"	"PROMOD3 1.1.0"	"X-RAY"
"P16861"	"YGR240C"	"987"	"5b469438d60c59ce7b3e2bf7"	"SWISSMODEL"	"205"	"980"	"0.786220871327254"	"3o8o.1.A"	"-2.2865007787"	"0.61"	"100.00"	"2.90"	"F6P;FDP
"	"monomer"	"0.74"	"PROMOD3 1.1.0"	"X-RAY"
"P16861"	"YGR240C"	"987"	"5b469438d60c59ce7b3e2bfb"	"SWISSMODEL"	"202"	"971"	"0.780141843971631"	"4xyk.1.A"	"-2.0336584332"	"0.41"	"43.74"	"3.40"	"ADP;PO4
"	"homo-tetramer"	"0.60"	"PROMOD3 1.1.0"	"X-RAY"
"P16861"	"YGR240C"	"987"	"5b469438d60c59ce7b3e2c00"	"SWISSMODEL"	"10"	"976"	"0.979736575481256"	"3opy.1.A"	"-2.4723288986"	"0.47"	"60.17"	"3.05"	"ATP;SO4
"	"monomer"	"0.77"	"PROMOD3 1.1.0"	"X-RAY"
"P16861"	"YGR240C"	"987"	"5b469438d60c59ce7b3e2c08"	"SWISSMODEL"	"5"	"975"	"0.983789260385005"	"3opy.1.B"	"-3.1515405371"	"0.44"	"49.78"	"3.05"	"ATP;SO4
"	"monomer"	"0.72"	"PROMOD3 1.1.0"	"X-RAY"
"P16861"	"YGR240C"	"987"	"5b469438d60c59ce7b3e2c04"	"SWISSMODEL"	"201"	"648"	"0.453900709219858"	"2f48.1.A"	"-4.5199908137"	"0.32"	"23.60"	"2.11"	"AF3;FBP
"	"homo-dimer"	"0.19"	"PROMOD3 1.1.0"	"X-RAY"
"P53615"	"YNL036W"	"221"	"5b3e5d23732c1e5f3345fede"	"SWISSMODEL"	"17"	"221"	"0.927601809954751"	"3eyx.1.A"	"-0.759252238"	"0.62"	"100.00"	"2.04"	"ACT;EDO;ZN
"	"homo-dimer"	"0.95"	"PROMOD3 1.1.0"	"X-RAY"
"P21951"	"YNL262W"	"2222"	"5b2500927aaa0d62c87070aa"	"SWISSMODEL"	"31"	"1186"	"0.52025202520252"	"4m8o.1.A"	"-0.9466991567"	"0.61"	"99.84"	"2.20"	"5IU;C38;CL;DOC;DTP;MG;TAU;ZN
"	"monomer"	"0.50"	"PROMOD3 1.1.0"	"X-RAY"
"P12945"	"YDL040C"	"854"	"5b446f868fd6f97a8eb97d53"	"SWISSMODEL"	"37"	"480"	"0.519906323185012"	"5lj3.1.T"	"-4.5489661562"	"0.25"	"10.95"	"3.80"	"GTP;MG;UNK;ZN
"	"monomer"	"0.22"	"PROMOD3 1.1.0"	"ELECTRON"
"P12945"	"YDL040C"	"854"	"5b446f868fd6f97a8eb97d4f"	"SWISSMODEL"	"23"	"854"	"0.97423887587822"	"4xnh.1.A"	"-1.0589731661"	"0.60"	"100.00"	"2.10"	"ACO;CMC;I6P
"	"monomer"	"0.96"	"PROMOD3 1.1.0"	"X-RAY"
"P20457"	"YKL045W"	"528"	"5b3dcf4a732c1e5bcb02bcae"	"SWISSMODEL"	"55"	"511"	"0.865530303030303"	"5exr.2.B"	"-4.944915022"	"0.38"	"36.09"	"3.60"	"SF4;ZN
"	"monomer"	"0.60"	"PROMOD3 1.1.0"	"X-RAY"
"P32356"	"YDR001C"	"751"	"5b42d5b9732c1e9282c2f159"	"SWISSMODEL"	"27"	"751"	"0.965379494007989"	"5n6n.1.C"	"-0.9190153849"	"0.62"	"100.00"	"2.29"	"CA;CAS;SEP;SUC
"	"monomer"	"0.97"	"PROMOD3 1.1.0"	"X-RAY"
"P40107"	"YGL225W"	"337"	"5b3a94f8d60c590643dbb956"	"SWISSMODEL"	"16"	"333"	"0.943620178041543"	"5oge.1.A"	"-3.9715292593"	"0.60"	"100.00"	"3.22"	"
"	"homo-dimer"	"0.82"	"PROMOD3 1.1.0"	"X-RAY"
"P32349"	"YPR190C"	"654"	"5b40ed291a200b3add14be90"	"SWISSMODEL"	"484"	"640"	"0.240061162079511"	"5hli.1.A"	"-4.3352529486"	"0.24"	"8.94"	"2.05"	"CL;CU
"	"monomer"	"0.07"	"PROMOD3 1.1.0"	"X-RAY"
"P32377"	"YNR043W"	"396"	"5b3adbda732c1e6ead2c7291"	"SWISSMODEL"	"3"	"393"	"0.987373737373737"	"1fi4.1.A"	"-1.7453421482"	"0.60"	"100.00"	"2.27"	"
"	"homo-dimer"	"0.98"	"PROMOD3 1.1.0"	"X-RAY"
"P53008"	"YGL027C"	"833"	"5b441f54732c1ee2155708e8"	"SWISSMODEL"	"35"	"833"	"0.959183673469388"	"4j5t.1.A"	"-0.5463782747"	"0.62"	"100.00"	"2.04"	"
"	"monomer"	"0.98"	"PROMOD3 1.1.0"	"X-RAY"
"P48439"	"YOR085W"	"350"	"5b3a58979ffd12f64acce218"	"SWISSMODEL"	"23"	"173"	"0.431428571428571"	"4ju5.1.A"	"-2.8171335469"	"0.28"	"14.06"	"2.28"	"
"	"monomer"	"0.14"	"PROMOD3 1.1.0"	"X-RAY"
"P48439"	"YOR085W"	"350"	"5b3a58979ffd12f64acce214"	"SWISSMODEL"	"25"	"182"	"0.451428571428571"	"4m92.1.A"	"-2.375431062"	"0.32"	"20.28"	"1.60"	"
"	"monomer"	"0.24"	"PROMOD3 1.1.0"	"X-RAY"
"P48439"	"YOR085W"	"350"	"5b3a58979ffd12f64acce210"	"SWISSMODEL"	"23"	"189"	"0.477142857142857"	"5ayk.1.A"	"-3.9209769858"	"0.28"	"15.27"	"2.25"	"1PS;CL
"	"monomer"	"0.17"	"PROMOD3 1.1.0"	"X-RAY"
"Q12305"	"YOR285W"	"139"	"5b43c4ef732c1e3e9a337d7c"	"SWISSMODEL"	"20"	"139"	"0.863309352517986"	"3d1p.1.A"	"0.6053466064"	"0.62"	"100.00"	"0.98"	"ACT;CL;MSE
"	"monomer"	"0.81"	"PROMOD3 1.1.0"	"X-RAY"
"P17255"	"YDL185W"	"1071"	"5b476e391a200b8688f4af57"	"SWISSMODEL"	"284"	"737"	"0.42390289449113"	"1lwt.1.C"	"-2.0957215609"	"0.60"	"100.00"	"3.20"	"
"	"monomer"	"0.33"	"PROMOD3 1.1.0"	"X-RAY"
"Q04178"	"YDR399W"	"221"	"5b3e5e89d60c59050570b7d1"	"SWISSMODEL"	"5"	"217"	"0.963800904977376"	"2xbu.1.A"	"-0.2825365411"	"0.61"	"100.00"	"1.80"	"5GP;ACT;MG
"	"homo-dimer"	"0.95"	"PROMOD3 1.1.0"	"X-RAY"
"P35731"	"YKL055C"	"278"	"5b3c92eba03a1bc30f95d646"	"SWISSMODEL"	"1"	"273"	"0.982014388489209"	"4hbg.1.A"	"-0.7823725014"	"0.61"	"100.00"	"2.27"	"
"	"homo-dimer"	"0.97"	"PROMOD3 1.1.0"	"X-RAY"
"P00924"	"YGR254W"	"437"	"5b3b73a81a200b26d29c23c4"	"SWISSMODEL"	"2"	"437"	"0.997711670480549"	"1ebh.1.A"	"0.6228090345"	"0.60"	"99.77"	"1.90"	"CL;MG
"	"homo-dimer"	"0.99"	"PROMOD3 1.1.0"	"X-RAY"
"P39007"	"YGL022W"	"718"	"5b42388808cc8f03f30e67ec"	"SWISSMODEL"	"6"	"718"	"0.993036211699164"	"6ezn.1.F"	"-3.5491614829"	"0.61"	"100.00"	"3.30"	"BMA;CPL;MAN;NAG;PTY
"	"monomer"	"0.92"	"PROMOD3 1.1.0"	"ELECTRON"
"P32861"	"YKL035W"	"499"	"5b3d50ee732c1e980d169593"	"SWISSMODEL"	"22"	"499"	"0.957915831663327"	"2i5k.1.A"	"-0.8451759596"	"0.60"	"100.00"	"3.10"	"
"	"homo-octamer"	"0.96"	"PROMOD3 1.1.0"	"X-RAY"
"P06700"	"YDL042C"	"562"	"5b3ecd69a03a1b05b090fdaf"	"SWISSMODEL"	"99"	"555"	"0.813167259786477"	"4iao.1.A"	"-1.618110914"	"0.61"	"99.79"	"2.90"	"APR;ZN
"	"monomer"	"0.73"	"PROMOD3 1.1.0"	"X-RAY"
"P06700"	"YDL042C"	"562"	"5b3ecd69a03a1b05b090fdab"	"SWISSMODEL"	"247"	"529"	"0.50355871886121"	"6flg.1.A"	"-4.3291056924"	"0.37"	"32.53"	"2.50"	"DMS;DQK;EDO;EPE;GZB;ZN
"	"monomer"	"0.26"	"PROMOD3 1.1.0"	"X-RAY"
"P40363"	"YJL068C"	"299"	"5b3b5313d60c59f03bedf573"	"SWISSMODEL"	"1"	"299"	"1"	"4flm.1.A"	"-0.6388658247"	"0.62"	"99.67"	"2.41"	"CSD;CU;SDP
"	"homo-dimer"	"0.98"	"PROMOD3 1.1.0"	"X-RAY"
"Q01574"	"YAL054C"	"713"	"5b4232b99ffd12e1eaf20fe2"	"SWISSMODEL"	"68"	"710"	"0.901823281907433"	"5vpv.2.A"	"-2.1199293609"	"0.46"	"56.26"	"2.60"	"ALY;GOL;PO4
"	"monomer"	"0.73"	"PROMOD3 1.1.0"	"X-RAY"
"Q01574"	"YAL054C"	"713"	"5b4232b99ffd12e1eaf20fde"	"SWISSMODEL"	"74"	"709"	"0.892005610098177"	"5jrh.1.A"	"-2.2074467884"	"0.44"	"47.90"	"1.64"	"BU3;CMP;COA;MG
"	"monomer"	"0.71"	"PROMOD3 1.1.0"	"X-RAY"
"Q01574"	"YAL054C"	"713"	"5b4232b99ffd12e1eaf20fda"	"SWISSMODEL"	"74"	"713"	"0.897615708274895"	"1ry2.1.A"	"-2.3857374723"	"0.61"	"100.00"	"2.30"	"
"	"monomer"	"0.88"	"PROMOD3 1.1.0"	"X-RAY"
"Q03557"	"YMR293C"	"464"	"5b3cd5009ffd120a42e6853c"	"SWISSMODEL"	"6"	"464"	"0.989224137931034"	"4n0h.1.A"	"0.175133881"	"0.60"	"100.00"	"1.95"	"
"	"monomer"	"0.97"	"PROMOD3 1.1.0"	"X-RAY"
"P53078"	"YGL224C"	"280"	"5b3bb73cd60c5982110061c2"	"SWISSMODEL"	"1"	"280"	"1"	"3nuq.1.A"	"-0.1679235648"	"0.61"	"100.00"	"1.70"	"CL;EDO;NA;PEG
"	"monomer"	"0.97"	"PROMOD3 1.1.0"	"X-RAY"
"P27472"	"YLR258W"	"705"	"5b41f15d08cc8f2e30c70195"	"SWISSMODEL"	"2"	"639"	"0.904964539007092"	"4kqm.1.B"	"-0.7278089425"	"0.61"	"99.72"	"2.77"	"BGC;G6P;GLC;PEG;UDP
"	"homo-tetramer"	"0.94"	"PROMOD3 1.1.0"	"X-RAY"
"Q10740"	"YNL045W"	"671"	"5b4147acd60c5944bdb34737"	"SWISSMODEL"	"59"	"628"	"0.849478390461997"	"2yd0.1.A"	"-4.8254849253"	"0.30"	"18.30"	"2.70"	"BES;EDO;K;NAG;ZN
"	"monomer"	"0.47"	"PROMOD3 1.1.0"	"X-RAY"
"Q10740"	"YNL045W"	"671"	"5b4147acd60c5944bdb34733"	"SWISSMODEL"	"40"	"671"	"0.941877794336811"	"2xpz.1.A"	"-0.7773236278"	"0.61"	"100.00"	"2.30"	"15P;BU3;ZN
"	"monomer"	"0.98"	"PROMOD3 1.1.0"	"X-RAY"
"Q03835"	"YDR098C"	"250"	"5b3d47fdd60c59f5d751d732"	"SWISSMODEL"	"2"	"223"	"0.888"	"1j08.3.A"	"-3.8275493584"	"0.30"	"17.84"	"2.30"	"
"	"monomer"	"0.46"	"PROMOD3 1.1.0"	"X-RAY"
"Q03835"	"YDR098C"	"250"	"5b3d47fdd60c59f5d751d72e"	"SWISSMODEL"	"2"	"113"	"0.448"	"3d6i.1.A"	"0.225899228"	"0.60"	"100.00"	"1.50"	"CME;SO4
"	"monomer"	"0.42"	"PROMOD3 1.1.0"	"X-RAY"
"Q03835"	"YDR098C"	"250"	"5b3d47fdd60c59f5d751d71e"	"SWISSMODEL"	"33"	"224"	"0.768"	"5n9u.1.A"	"-4.9030238323"	"0.25"	"13.07"	"NA"	"
"	"monomer"	"0.34"	"PROMOD3 1.1.0"	"SOLUTION"
"Q03835"	"YDR098C"	"250"	"5b3d47fdd60c59f5d751d722"	"SWISSMODEL"	"4"	"222"	"0.876"	"3wt1.1.A"	"-3.5486204147"	"0.28"	"16.22"	"1.85"	"
"	"monomer"	"0.42"	"PROMOD3 1.1.0"	"X-RAY"
"Q03835"	"YDR098C"	"250"	"5b3d47fdd60c59f5d751d726"	"SWISSMODEL"	"147"	"249"	"0.412"	"3zyw.2.A"	"-0.6527010967"	"0.47"	"56.44"	"1.84"	"
"	"monomer"	"0.33"	"PROMOD3 1.1.0"	"X-RAY"
"Q03835"	"YDR098C"	"250"	"5b3d47fdd60c59f5d751d72a"	"SWISSMODEL"	"7"	"208"	"0.808"	"4tw5.1.A"	"-3.6311003105"	"0.27"	"11.54"	"2.37"	"
"	"monomer"	"0.43"	"PROMOD3 1.1.0"	"X-RAY"
"P04397"	"YBR019C"	"699"	"5b41e43e8fd6f9e6c910141c"	"SWISSMODEL"	"11"	"699"	"0.985693848354793"	"1z45.1.A"	"-0.4070222962"	"0.61"	"99.86"	"1.85"	"GAL;NA;NAD;UPG
"	"homo-dimer"	"0.98"	"PROMOD3 1.1.0"	"X-RAY"
"P41921"	"YPL091W"	"483"	"5b3d1dae732c1e6f2e6f37ae"	"SWISSMODEL"	"22"	"483"	"0.956521739130435"	"2hqm.1.A"	"0.0665603285"	"0.61"	"100.00"	"2.40"	"FAD;GOL;GSH;NAG;PO4
"	"homo-dimer"	"0.98"	"PROMOD3 1.1.0"	"X-RAY"
"Q05871"	"YLR284C"	"280"	"5b3bbdf3d60c59eae134cf5d"	"SWISSMODEL"	"19"	"205"	"0.667857142857143"	"3iav.1.A"	"-4.1232418591"	"0.26"	"14.29"	"1.75"	"
"	"monomer"	"0.30"	"PROMOD3 1.1.0"	"X-RAY"
"Q05871"	"YLR284C"	"280"	"5b3bbdf3d60c59eae134cf59"	"SWISSMODEL"	"4"	"270"	"0.953571428571429"	"4zdc.1.A"	"0.1520166289"	"0.61"	"99.64"	"2.13"	"CME;CO8;GOL;SO4
"	"homo-hexamer"	"0.98"	"PROMOD3 1.1.0"	"X-RAY"
"Q05871"	"YLR284C"	"280"	"5b3bbdf3d60c59eae134cf55"	"SWISSMODEL"	"10"	"273"	"0.942857142857143"	"4q1g.1.C"	"-4.4620821368"	"0.28"	"17.62"	"2.10"	"EDO;GOL
"	"homo-trimer"	"0.50"	"PROMOD3 1.1.0"	"X-RAY"
"Q05871"	"YLR284C"	"280"	"5b3bbdf3d60c59eae134cf51"	"SWISSMODEL"	"10"	"273"	"0.942857142857143"	"4q1g.1.A"	"-4.4620821368"	"0.28"	"17.62"	"2.10"	"EDO;GOL
"	"homo-trimer"	"0.54"	"PROMOD3 1.1.0"	"X-RAY"
"P40553"	"YIL010W"	"215"	"5b3eae949ffd12cecc8f0c40"	"SWISSMODEL"	"59"	"214"	"0.725581395348837"	"2a4v.1.A"	"-0.0243568795"	"0.59"	"98.11"	"1.80"	"
"	"monomer"	"0.72"	"PROMOD3 1.1.0"	"X-RAY"
"Q07540"	"YDL120W"	"174"	"5b412ae208cc8fc6376deeee"	"SWISSMODEL"	"61"	"172"	"0.64367816091954"	"2fql.1.B"	"-3.0607446895"	"0.60"	"99.19"	"3.01"	"
"	"homo-trimer"	"0.66"	"PROMOD3 1.1.0"	"X-RAY"
"P23776"	"YLR300W"	"448"	"5b3ba5498fd6f9a469f916ec"	"SWISSMODEL"	"41"	"448"	"0.910714285714286"	"1h4p.1.A"	"-0.5191080008"	"0.62"	"98.77"	"1.75"	"BMA;GOL;MAN;NAG;NDG
"	"monomer"	"0.97"	"PROMOD3 1.1.0"	"X-RAY"
"P39683"	"YOR209C"	"429"	"5b3b5812a03a1bd6e163a1d8"	"SWISSMODEL"	"1"	"415"	"0.967365967365967"	"1vlp.1.A"	"0.8915589999"	"0.61"	"100.00"	"1.75"	"CL;EDO;MES;MSE;PO4
"	"monomer"	"0.98"	"PROMOD3 1.1.0"	"X-RAY"
"P00045"	"YEL039C"	"113"	"5b46784c8fd6f93cd02e328e"	"SWISSMODEL"	"2"	"113"	"0.991150442477876"	"3cxh.1.W"	"-1.1584371319"	"0.62"	"100.00"	"2.50"	"6PH;7PH;8PE;9PE;CN6;FES;HEM;M3L;SMA;SUC;UMQ
"	"monomer"	"0.99"	"PROMOD3 1.1.0"	"X-RAY"
"P43619"	"YFR047C"	"295"	"5b3b6f208fd6f9877ccc3356"	"SWISSMODEL"	"2"	"294"	"0.993220338983051"	"3c2v.1.A"	"-1.3368352722"	"0.61"	"100.00"	"2.29"	"PHT;PRP
"	"homo-hexamer"	"0.95"	"PROMOD3 1.1.0"	"X-RAY"
"P10964"	"YOR341W"	"1664"	"5b248a9c7aaa0d7641e1365d"	"SWISSMODEL"	"1"	"1664"	"1"	"4c2m.1.A"	"-1.4724158174"	"0.60"	"100.00"	"2.80"	"SO4;ZN
"	"monomer"	"0.94"	"PROMOD3 1.1.0"	"X-RAY"
"P28321"	"YKL094W"	"313"	"5b3b026e3b85d1bbb30e3013"	"SWISSMODEL"	"2"	"309"	"0.984025559105431"	"4zxf.1.A"	"-0.4474133297"	"0.62"	"99.36"	"2.50"	"4S7;NO3;SO4
"	"monomer"	"0.99"	"PROMOD3 1.1.0"	"X-RAY"
"P06169"	"YLR044C"	"563"	"5b3ed4b58fd6f96c4e4aa643"	"SWISSMODEL"	"2"	"559"	"0.991119005328597"	"2w93.1.B"	"-0.2396144815"	"0.60"	"99.29"	"1.60"	"MG;PY0;TPP
"	"homo-dimer"	"0.99"	"PROMOD3 1.1.0"	"X-RAY"
"Q06321"	"YLR189C"	"1198"	"5b4f08a7a03a1b6cf834f49b"	"SWISSMODEL"	"568"	"678"	"0.0926544240400668"	"5yqr.1.A"	"-2.3715467429"	"0.34"	"26.67"	"2.40"	"
"	"monomer"	"0.03"	"PROMOD3 1.1.0"	"X-RAY"
"Q06321"	"YLR189C"	"1198"	"5b4f08a7a03a1b6cf834f497"	"SWISSMODEL"	"205"	"338"	"0.111853088480801"	"3tfm.1.A"	"-2.2558746023"	"0.29"	"16.94"	"2.53"	"
"	"monomer"	"0.03"	"PROMOD3 1.1.0"	"X-RAY"
"Q06321"	"YLR189C"	"1198"	"5b4f08a7a03a1b6cf834f493"	"SWISSMODEL"	"737"	"1171"	"0.363105175292154"	"5gl5.1.A"	"-0.3332748898"	"0.61"	"100.00"	"1.90"	"
"	"monomer"	"0.30"	"PROMOD3 1.1.0"	"X-RAY"
"P04385"	"YBR020W"	"528"	"5b3dd18d732c1e8c6cb51e35"	"SWISSMODEL"	"9"	"528"	"0.984848484848485"	"2aj4.1.A"	"0.0369883709"	"0.61"	"100.00"	"2.40"	"ANP;CL;GLA;MG
"	"monomer"	"0.98"	"PROMOD3 1.1.0"	"X-RAY"
"P04385"	"YBR020W"	"528"	"5b3dd18d732c1e8c6cb51e31"	"SWISSMODEL"	"25"	"527"	"0.952651515151515"	"3v5r.1.A"	"-0.5788814774"	"0.53"	"75.25"	"2.10"	"
"	"homo-dimer"	"0.79"	"PROMOD3 1.1.0"	"X-RAY"
"P07347"	"YHR013C"	"238"	"5b3d7fe9a03a1bdb4b6bbcdd"	"SWISSMODEL"	"2"	"235"	"0.983193277310924"	"4hny.1.B"	"-1.48618584"	"0.60"	"100.00"	"2.25"	"GOL;PG4
"	"monomer"	"0.94"	"PROMOD3 1.1.0"	"X-RAY"
"P07347"	"YHR013C"	"238"	"5b3d7fe9a03a1bdb4b6bbcd9"	"SWISSMODEL"	"3"	"195"	"0.810924369747899"	"1s7n.2.A"	"-4.7314011056"	"0.28"	"13.50"	"2.10"	"
"	"monomer"	"0.40"	"PROMOD3 1.1.0"	"X-RAY"
"P18238"	"YBR085W"	"307"	"5b3b27af732c1e0c78536be3"	"SWISSMODEL"	"10"	"306"	"0.96742671009772"	"4c9j.1.A"	"-3.0159352379"	"0.60"	"100.00"	"3.40"	"CDL;CXT
"	"monomer"	"0.95"	"PROMOD3 1.1.0"	"X-RAY"
"P43577"	"YFL017C"	"159"	"5b4234728fd6f946150487c3"	"SWISSMODEL"	"2"	"159"	"0.993710691823899"	"1i12.2.B"	"-1.1470951454"	"0.61"	"99.37"	"1.30"	"ACO;IMD
"	"homo-dimer"	"0.98"	"PROMOD3 1.1.0"	"X-RAY"
"P47039"	"YJL060W"	"444"	"5b3b96ca08cc8f4ec4f9036c"	"SWISSMODEL"	"18"	"444"	"0.961711711711712"	"3b46.1.A"	"-0.7110438654"	"0.61"	"100.00"	"2.00"	"
"	"homo-dimer"	"0.97"	"PROMOD3 1.1.0"	"X-RAY"
"P43567"	"YFL030W"	"385"	"5b3ab6d51a200baaa317382e"	"SWISSMODEL"	"3"	"383"	"0.98961038961039"	"2bkw.1.A"	"-0.9161096448"	"0.60"	"100.00"	"2.57"	"GLV;MSE;PLP
"	"homo-dimer"	"0.98"	"PROMOD3 1.1.0"	"X-RAY"
"Q04299"	"YMR087W"	"284"	"5b3ba7fb8fd6f92c5ae9a234"	"SWISSMODEL"	"16"	"279"	"0.929577464788732"	"1txz.2.A"	"0.108729216"	"0.62"	"100.00"	"2.05"	"APR;EDO;NA;SO4
"	"monomer"	"0.90"	"PROMOD3 1.1.0"	"X-RAY"
"Q04299"	"YMR087W"	"284"	"5b3ba7fb8fd6f92c5ae9a230"	"SWISSMODEL"	"46"	"254"	"0.735915492957746"	"5cms.1.A"	"-4.3530113203"	"0.28"	"16.37"	"2.98"	"APR;SO4
"	"monomer"	"0.37"	"PROMOD3 1.1.0"	"X-RAY"
"P13045"	"YDR009W"	"520"	"5b3d95fca03a1bbd90da5f58"	"SWISSMODEL"	"19"	"520"	"0.965384615384615"	"3v5r.1.A"	"-0.0784493216"	"0.61"	"100.00"	"2.10"	"
"	"homo-dimer"	"0.98"	"PROMOD3 1.1.0"	"X-RAY"
"P18239"	"YBL030C"	"318"	"5b3ae3799ffd12578e1ae730"	"SWISSMODEL"	"24"	"309"	"0.89937106918239"	"4c9g.1.A"	"-2.0079194185"	"0.60"	"100.00"	"2.49"	"BNG;CDL;CXT
"	"monomer"	"0.74"	"PROMOD3 1.1.0"	"X-RAY"
"P25335"	"YIR029W"	"343"	"5b3a7abb732c1e0ceea8d550"	"SWISSMODEL"	"1"	"343"	"1"	"1o59.1.A"	"-1.4385983437"	"0.62"	"100.00"	"2.40"	"
"	"monomer"	"0.98"	"PROMOD3 1.1.0"	"X-RAY"
"P47096"	"YJR025C"	"177"	"5b40fc0c3b85d131b7f049e5"	"SWISSMODEL"	"1"	"175"	"0.988700564971751"	"1zvf.1.A"	"-0.0066312604"	"0.63"	"99.43"	"2.41"	"
"	"homo-dimer"	"0.99"	"PROMOD3 1.1.0"	"X-RAY"
"Q08220"	"YOL049W"	"491"	"5b3d37ba1a200bb11b817c58"	"SWISSMODEL"	"6"	"491"	"0.989816700610998"	"1m0w.1.A"	"0.0140909024"	"0.60"	"100.00"	"1.80"	"3GC;ANP;MG;SO4
"	"homo-dimer"	"0.98"	"PROMOD3 1.1.0"	"X-RAY"
"Q12184"	"YPL252C"	"172"	"5b4151423b85d1e8bd353762"	"SWISSMODEL"	"58"	"172"	"0.668604651162791"	"2mje.1.A"	"-2.1450809992"	"0.62"	"100.00"	"NA"	"
"	"monomer"	"0.67"	"PROMOD3 1.1.0"	"SOLUTION"
"P23542"	"YLR027C"	"418"	"5b3b2bc41a200b62cb82e1df"	"SWISSMODEL"	"2"	"412"	"0.983253588516746"	"1yaa.1.A"	"0.0991339359"	"0.61"	"99.76"	"2.05"	"MAE;PLP
"	"homo-dimer"	"0.99"	"PROMOD3 1.1.0"	"X-RAY"
"P15436"	"YDL102W"	"1097"	"5b479e53d60c59497a715626"	"SWISSMODEL"	"131"	"962"	"0.758432087511395"	"4k8z.1.A"	"-4.6956876657"	"0.36"	"31.00"	"2.29"	"2DA;EDO;MG;NCO
"	"monomer"	"0.43"	"PROMOD3 1.1.0"	"X-RAY"
"P15436"	"YDL102W"	"1097"	"5b479e53d60c59497a71562e"	"SWISSMODEL"	"113"	"971"	"0.783044667274385"	"5n2e.1.A"	"-4.5849039546"	"0.31"	"21.56"	"2.74"	"DTT;EPE;GOL;MES
"	"monomer"	"0.46"	"PROMOD3 1.1.0"	"X-RAY"
"P15436"	"YDL102W"	"1097"	"5b479e53d60c59497a71562a"	"SWISSMODEL"	"95"	"985"	"0.812215132178669"	"3iay.1.C"	"-0.1246479015"	"0.61"	"99.78"	"2.00"	"ACT;CA;DCP;DOC
"	"monomer"	"0.78"	"PROMOD3 1.1.0"	"X-RAY"
"P15436"	"YDL102W"	"1097"	"5b479e53d60c59497a715622"	"SWISSMODEL"	"110"	"1094"	"0.897903372835005"	"5exr.1.C"	"-4.1450412268"	"0.32"	"24.17"	"3.60"	"SF4;ZN
"	"monomer"	"0.55"	"PROMOD3 1.1.0"	"X-RAY"
"P53178"	"YGL047W"	"202"	"5b3f6aa8a03a1b0a29dacaf1"	"SWISSMODEL"	"2"	"202"	"0.995049504950495"	"2ks6.1.A"	"-1.0120100675"	"0.61"	"100.00"	"NA"	"
"	"monomer"	"0.98"	"PROMOD3 1.1.0"	"SOLUTION"
"P06633"	"YOR202W"	"220"	"5b3e70cca03a1bf4469b53e7"	"SWISSMODEL"	"3"	"219"	"0.986363636363636"	"6ezm.1.A"	"-3.4720572999"	"0.60"	"100.00"	"3.20"	"5LD;MN
"	"homo-24-mer"	"0.97"	"PROMOD3 1.1.0"	"ELECTRON"
"P32178"	"YPR060C"	"256"	"5b3d280bd60c5963aefc5b25"	"SWISSMODEL"	"1"	"256"	"1"	"1csm.1.A"	"-0.4898986129"	"0.60"	"99.61"	"2.20"	"
"	"homo-dimer"	"0.98"	"PROMOD3 1.1.0"	"X-RAY"
